Price,Close,High,Low,Open,Volume
Ticker,EURUSD=X,EURUSD=X,EURUSD=X,EURUSD=X,EURUSD=X
Datetime,,,,,
2023-12-01 00:00:00+00:00,1.0905125141143799,1.0906314849853516,1.089561939239502,1.089561939239502,0
2023-12-01 01:00:00+00:00,1.0909883975982666,1.0913456678390503,1.0905125141143799,1.0905125141143799,0
2023-12-01 02:00:00+00:00,1.0911074876785278,1.0915838479995728,1.0909883975982666,1.0909883975982666,0
2023-12-01 03:00:00+00:00,1.0903936624526978,1.091226577758789,1.090274691581726,1.0911074876785278,0
2023-12-01 04:00:00+00:00,1.090869426727295,1.090869426727295,1.0901559591293335,1.090274691581726,0
2023-12-01 05:00:00+00:00,1.0914647579193115,1.0914647579193115,1.090869426727295,1.0911074876785278,0
2023-12-01 06:00:00+00:00,1.091226577758789,1.0914647579193115,1.0909883975982666,1.091226577758789,0
2023-12-01 07:00:00+00:00,1.0897995233535767,1.0914647579193115,1.0897995233535767,1.0911074876785278,0
2023-12-01 08:00:00+00:00,1.089680790901184,1.0906314849853516,1.0889687538146973,1.0899182558059692,0
2023-12-01 09:00:00+00:00,1.0900371074676514,1.0906314849853516,1.089561939239502,1.0897995233535767,0
2023-12-01 10:00:00+00:00,1.0893245935440063,1.0906314849853516,1.0889687538146973,1.0900371074676514,0
2023-12-01 11:00:00+00:00,1.0900371074676514,1.0900371074676514,1.0886130332946777,1.0892059803009033,0
2023-12-01 12:00:00+00:00,1.088020920753479,1.0903936624526978,1.088020920753479,1.0901559591293335,0
2023-12-01 13:00:00+00:00,1.087074637413025,1.0887316465377808,1.087074637413025,1.088020920753479,0
2023-12-01 14:00:00+00:00,1.0847163200378418,1.0871928930282593,1.084481120109558,1.0871928930282593,0
2023-12-01 15:00:00+00:00,1.0840108394622803,1.0868383646011353,1.0837758779525757,1.0860122442245483,0
2023-12-01 16:00:00+00:00,1.088139295578003,1.0887316465377808,1.0835410356521606,1.0835410356521606,0
2023-12-01 17:00:00+00:00,1.0883761644363403,1.0887316465377808,1.0875475406646729,1.087902545928955,0
2023-12-01 18:00:00+00:00,1.0892059803009033,1.089561939239502,1.0882576704025269,1.0883761644363403,0
2023-12-01 19:00:00+00:00,1.0875475406646729,1.0894432067871094,1.0874292850494385,1.0892059803009033,0
2023-12-01 20:00:00+00:00,1.0882576704025269,1.0882576704025269,1.0874292850494385,1.0875475406646729,0
2023-12-01 21:00:00+00:00,1.0887316465377808,1.0887316465377808,1.088139295578003,1.0882576704025269,0
2023-12-01 22:00:00+00:00,1.0884946584701538,1.0884946584701538,1.0884946584701538,1.0884946584701538,0
2023-12-04 00:00:00+00:00,1.0874292850494385,1.0888501405715942,1.0874292850494385,1.0888501405715942,0
2023-12-04 01:00:00+00:00,1.0876659154891968,1.087902545928955,1.08695650100708,1.0876659154891968,0
2023-12-04 02:00:00+00:00,1.0886130332946777,1.0887316465377808,1.087311029434204,1.0876659154891968,0
2023-12-04 03:00:00+00:00,1.0883761644363403,1.0888501405715942,1.0883761644363403,1.0886130332946777,0
2023-12-04 04:00:00+00:00,1.0875475406646729,1.0882576704025269,1.087311029434204,1.0882576704025269,0
2023-12-04 05:00:00+00:00,1.087311029434204,1.0875475406646729,1.087074637413025,1.0874292850494385,0
2023-12-04 06:00:00+00:00,1.0871928930282593,1.087902545928955,1.087074637413025,1.0871928930282593,0
2023-12-04 07:00:00+00:00,1.0855406522750854,1.0871928930282593,1.0853049755096436,1.087074637413025,0
2023-12-04 08:00:00+00:00,1.08695650100708,1.0874292850494385,1.0860122442245483,1.0860122442245483,0
2023-12-04 09:00:00+00:00,1.0877841711044312,1.0883761644363403,1.08672034740448,1.08672034740448,0
2023-12-04 10:00:00+00:00,1.0871928930282593,1.087902545928955,1.0862481594085693,1.087902545928955,0
2023-12-04 11:00:00+00:00,1.0871928930282593,1.0882576704025269,1.087074637413025,1.0871928930282593,0
2023-12-04 12:00:00+00:00,1.087311029434204,1.0875475406646729,1.0862481594085693,1.0871928930282593,0
2023-12-04 13:00:00+00:00,1.0856584310531616,1.0877841711044312,1.0856584310531616,1.0871928930282593,0
2023-12-04 14:00:00+00:00,1.084481120109558,1.0855406522750854,1.0824854373931885,1.0855406522750854,0
2023-12-04 15:00:00+00:00,1.081548810005188,1.0845986604690552,1.0808473825454712,1.0843634605407715,0
2023-12-04 16:00:00+00:00,1.082602620124817,1.082602620124817,1.0814317464828491,1.0817828178405762,0
2023-12-04 17:00:00+00:00,1.0828369855880737,1.0829542875289917,1.0821340084075928,1.0827198028564453,0
2023-12-04 18:00:00+00:00,1.0820168256759644,1.0829542875289917,1.0817828178405762,1.0829542875289917,0
2023-12-04 19:00:00+00:00,1.0831888914108276,1.0831888914108276,1.0818997621536255,1.0820168256759644,0
2023-12-04 20:00:00+00:00,1.0836584568023682,1.0837758779525757,1.0830715894699097,1.0830715894699097,0
2023-12-04 21:00:00+00:00,1.0838934183120728,1.0840108394622803,1.0836584568023682,1.0836584568023682,0
2023-12-04 22:00:00+00:00,1.0837758779525757,1.0841283798217773,1.0834236145019531,1.0841283798217773,0
2023-12-04 23:00:00+00:00,1.0840108394622803,1.0841283798217773,1.0836584568023682,1.0836584568023682,0
2023-12-05 00:00:00+00:00,1.0847163200378418,1.0848339796066284,1.0838934183120728,1.0840108394622803,0
2023-12-05 01:00:00+00:00,1.0841283798217773,1.0847163200378418,1.0837758779525757,1.0847163200378418,0
2023-12-05 02:00:00+00:00,1.0838934183120728,1.084481120109558,1.0837758779525757,1.0841283798217773,0
2023-12-05 03:00:00+00:00,1.0842459201812744,1.084481120109558,1.0838934183120728,1.0840108394622803,0
2023-12-05 04:00:00+00:00,1.0847163200378418,1.0847163200378418,1.0842459201812744,1.0842459201812744,0
2023-12-05 05:00:00+00:00,1.0849517583847046,1.0849517583847046,1.0843634605407715,1.0847163200378418,0
2023-12-05 06:00:00+00:00,1.0836584568023682,1.0849517583847046,1.0835410356521606,1.0849517583847046,0
2023-12-05 07:00:00+00:00,1.080964207649231,1.0834236145019531,1.0807305574417114,1.0834236145019531,0
2023-12-05 08:00:00+00:00,1.0835410356521606,1.0835410356521606,1.0810810327529907,1.0810810327529907,0
2023-12-05 09:00:00+00:00,1.0835410356521606,1.084481120109558,1.0834236145019531,1.0840108394622803,0
2023-12-05 10:00:00+00:00,1.0835410356521606,1.0842459201812744,1.0833063125610352,1.0834236145019531,0
2023-12-05 11:00:00+00:00,1.0821340084075928,1.0837758779525757,1.0818997621536255,1.0836584568023682,0
2023-12-05 12:00:00+00:00,1.0816657543182373,1.08236825466156,1.0816657543182373,1.0822510719299316,0
2023-12-05 13:00:00+00:00,1.0831888914108276,1.0836584568023682,1.0816657543182373,1.0816657543182373,0
2023-12-05 14:00:00+00:00,1.0813149213790894,1.0833063125610352,1.080964207649231,1.0831888914108276,0
2023-12-05 15:00:00+00:00,1.080964207649231,1.0841283798217773,1.0804970264434814,1.0835410356521606,0
2023-12-05 16:00:00+00:00,1.0788650512695312,1.081548810005188,1.078515887260437,1.080964207649231,0
2023-12-05 17:00:00+00:00,1.0793308019638062,1.0800302028656006,1.0789813995361328,1.0789813995361328,0
2023-12-05 18:00:00+00:00,1.0787487030029297,1.079563856124878,1.0781670808792114,1.079563856124878,0
2023-12-05 19:00:00+00:00,1.0787487030029297,1.0788650512695312,1.078399658203125,1.0787487030029297,0
2023-12-05 20:00:00+00:00,1.0797970294952393,1.07991361618042,1.078515887260437,1.0786322355270386,0
2023-12-05 21:00:00+00:00,1.0801469087600708,1.0801469087600708,1.0796804428100586,1.0797970294952393,0
2023-12-05 22:00:00+00:00,1.0800302028656006,1.080263614654541,1.0797970294952393,1.0800302028656006,0
2023-12-05 23:00:00+00:00,1.0796804428100586,1.07991361618042,1.0793308019638062,1.07991361618042,0
2023-12-06 00:00:00+00:00,1.07991361618042,1.07991361618042,1.079214334487915,1.0797970294952393,0
2023-12-06 01:00:00+00:00,1.0794472694396973,1.0800302028656006,1.079214334487915,1.07991361618042,0
2023-12-06 02:00:00+00:00,1.0794472694396973,1.0796804428100586,1.079097867012024,1.0796804428100586,0
2023-12-06 03:00:00+00:00,1.0800302028656006,1.0801469087600708,1.079563856124878,1.079563856124878,0
2023-12-06 04:00:00+00:00,1.0797970294952393,1.080263614654541,1.0796804428100586,1.07991361618042,0
2023-12-06 05:00:00+00:00,1.0804970264434814,1.0804970264434814,1.079563856124878,1.0796804428100586,0
2023-12-06 06:00:00+00:00,1.079097867012024,1.0803803205490112,1.079097867012024,1.0803803205490112,0
2023-12-06 07:00:00+00:00,1.0794472694396973,1.079563856124878,1.0781670808792114,1.0786322355270386,0
2023-12-06 08:00:00+00:00,1.0789813995361328,1.079214334487915,1.077818512916565,1.079214334487915,0
2023-12-06 09:00:00+00:00,1.0793308019638062,1.0800302028656006,1.079097867012024,1.079097867012024,0
2023-12-06 10:00:00+00:00,1.0794472694396973,1.07991361618042,1.079097867012024,1.0793308019638062,0
2023-12-06 11:00:00+00:00,1.078399658203125,1.0793308019638062,1.0781670808792114,1.0793308019638062,0
2023-12-06 12:00:00+00:00,1.0780508518218994,1.078283429145813,1.07758629322052,1.078283429145813,0
2023-12-06 13:00:00+00:00,1.0800302028656006,1.0801469087600708,1.0780508518218994,1.0780508518218994,0
2023-12-06 14:00:00+00:00,1.079563856124878,1.0806137323379517,1.0793308019638062,1.0800302028656006,0
2023-12-06 15:00:00+00:00,1.079214334487915,1.080263614654541,1.0789813995361328,1.0796804428100586,0
2023-12-06 16:00:00+00:00,1.079097867012024,1.0801469087600708,1.0787487030029297,1.0794472694396973,0
2023-12-06 17:00:00+00:00,1.078515887260437,1.0794472694396973,1.078515887260437,1.079097867012024,0
2023-12-06 18:00:00+00:00,1.0781670808792114,1.0787487030029297,1.077470064163208,1.078399658203125,0
2023-12-06 19:00:00+00:00,1.0771219730377197,1.0781670808792114,1.0770059823989868,1.0781670808792114,0
2023-12-06 20:00:00+00:00,1.0765421390533447,1.0772379636764526,1.0761945247650146,1.0771219730377197,0
2023-12-06 21:00:00+00:00,1.076774001121521,1.0768898725509644,1.0765421390533447,1.0765421390533447,0
2023-12-06 22:00:00+00:00,1.0770059823989868,1.0773539543151855,1.076658010482788,1.0768898725509644,0
2023-12-06 23:00:00+00:00,1.0768898725509644,1.0770059823989868,1.076774001121521,1.0770059823989868,0
2023-12-07 00:00:00+00:00,1.0771219730377197,1.077470064163208,1.076774001121521,1.0770059823989868,0
2023-12-07 01:00:00+00:00,1.0770059823989868,1.0773539543151855,1.076774001121521,1.0772379636764526,0
2023-12-07 02:00:00+00:00,1.076658010482788,1.0773539543151855,1.0765421390533447,1.0770059823989868,0
2023-12-07 03:00:00+00:00,1.076310396194458,1.076774001121521,1.0761945247650146,1.076658010482788,0
2023-12-07 04:00:00+00:00,1.076310396194458,1.0765421390533447,1.0760787725448608,1.076310396194458,0
2023-12-07 05:00:00+00:00,1.0764262676239014,1.0765421390533447,1.0759629011154175,1.076310396194458,0
2023-12-07 06:00:00+00:00,1.076774001121521,1.0768898725509644,1.0761945247650146,1.0765421390533447,0
2023-12-07 07:00:00+00:00,1.078399658203125,1.078399658203125,1.0759629011154175,1.0759629011154175,0
2023-12-07 08:00:00+00:00,1.078399658203125,1.078515887260437,1.07758629322052,1.078283429145813,0
2023-12-07 09:00:00+00:00,1.078283429145813,1.0787487030029297,1.07758629322052,1.078399658203125,0
2023-12-07 10:00:00+00:00,1.077470064163208,1.0786322355270386,1.076774001121521,1.078283429145813,0
2023-12-07 11:00:00+00:00,1.0773539543151855,1.077934741973877,1.076658010482788,1.077470064163208,0
2023-12-07 12:00:00+00:00,1.0773539543151855,1.07758629322052,1.076310396194458,1.077470064163208,0
2023-12-07 13:00:00+00:00,1.0793308019638062,1.0800302028656006,1.0768898725509644,1.0772379636764526,0
2023-12-07 14:00:00+00:00,1.07758629322052,1.0793308019638062,1.077470064163208,1.0793308019638062,0
2023-12-07 15:00:00+00:00,1.0786322355270386,1.079563856124878,1.0772379636764526,1.0772379636764526,0
2023-12-07 16:00:00+00:00,1.0796804428100586,1.07991361618042,1.0788650512695312,1.0788650512695312,0
2023-12-07 17:00:00+00:00,1.0816657543182373,1.0818997621536255,1.079214334487915,1.0797970294952393,0
2023-12-07 18:00:00+00:00,1.0808473825454712,1.081548810005188,1.0806137323379517,1.081548810005188,0
2023-12-07 19:00:00+00:00,1.0801469087600708,1.0808473825454712,1.0801469087600708,1.0808473825454712,0
2023-12-07 20:00:00+00:00,1.07991361618042,1.0807305574417114,1.07991361618042,1.0801469087600708,0
2023-12-07 21:00:00+00:00,1.0796804428100586,1.07991361618042,1.0794472694396973,1.07991361618042,0
2023-12-07 22:00:00+00:00,1.0796804428100586,1.0801469087600708,1.079214334487915,1.07991361618042,0
2023-12-07 23:00:00+00:00,1.0793308019638062,1.07991361618042,1.079214334487915,1.0797970294952393,0
