Datetime,Close,High,Low,Open,Volume
,EURUSD=X,EURUSD=X,EURUSD=X,EURUSD=X,EURUSD=X
2025-04-29 23:00:00+00:00,1.1393414735794067,1.1396011114120483,1.1393414735794067,1.1396011114120483,0
2025-04-29 23:05:00+00:00,1.139211654663086,1.1393414735794067,1.139211654663086,1.1393414735794067,0
2025-04-29 23:10:00+00:00,1.1393414735794067,1.1393414735794067,1.139211654663086,1.139211654663086,0
2025-04-29 23:15:00+00:00,1.1394712924957275,1.1394712924957275,1.1393414735794067,1.1393414735794067,0
2025-04-29 23:20:00+00:00,1.1396011114120483,1.1397310495376587,1.1394712924957275,1.1394712924957275,0
2025-04-29 23:25:00+00:00,1.139211654663086,1.1394712924957275,1.139211654663086,1.1394712924957275,0
2025-04-29 23:30:00+00:00,1.1394712924957275,1.1394712924957275,1.139211654663086,1.139211654663086,0
2025-04-29 23:35:00+00:00,1.1394712924957275,1.1394712924957275,1.1393414735794067,1.1394712924957275,0
2025-04-29 23:40:00+00:00,1.1396011114120483,1.1396011114120483,1.1396011114120483,1.1396011114120483,0
2025-04-29 23:45:00+00:00,1.1393414735794067,1.1397310495376587,1.1393414735794067,1.1397310495376587,0
2025-04-29 23:50:00+00:00,1.1390818357467651,1.139211654663086,1.1390818357467651,1.139211654663086,0
2025-04-29 23:55:00+00:00,1.1393414735794067,1.1393414735794067,1.139211654663086,1.139211654663086,0
2025-04-30 00:00:00+00:00,1.1397310495376587,1.1397310495376587,1.1393414735794067,1.1393414735794067,0
2025-04-30 00:05:00+00:00,1.1396011114120483,1.1398608684539795,1.1396011114120483,1.1397310495376587,0
2025-04-30 00:10:00+00:00,1.1397310495376587,1.1398608684539795,1.1394712924957275,1.1394712924957275,0
2025-04-30 00:15:00+00:00,1.1398608684539795,1.1398608684539795,1.1396011114120483,1.1396011114120483,0
2025-04-30 00:20:00+00:00,1.1396011114120483,1.1398608684539795,1.1396011114120483,1.1398608684539795,0
2025-04-30 00:25:00+00:00,1.1394712924957275,1.1396011114120483,1.1394712924957275,1.1396011114120483,0
2025-04-30 00:30:00+00:00,1.139211654663086,1.1396011114120483,1.139211654663086,1.1396011114120483,0
2025-04-30 00:35:00+00:00,1.1393414735794067,1.1393414735794067,1.1393414735794067,1.1393414735794067,0
2025-04-30 00:40:00+00:00,1.1390818357467651,1.139211654663086,1.1390818357467651,1.139211654663086,0
2025-04-30 00:45:00+00:00,1.1389521360397339,1.139211654663086,1.1389521360397339,1.1390818357467651,0
2025-04-30 00:50:00+00:00,1.1383039951324463,1.1388224363327026,1.1383039951324463,1.1388224363327026,0
2025-04-30 00:55:00+00:00,1.1388224363327026,1.1388224363327026,1.1381744146347046,1.1381744146347046,0
2025-04-30 01:00:00+00:00,1.1385631561279297,1.1388224363327026,1.1385631561279297,1.1388224363327026,0
2025-04-30 01:05:00+00:00,1.1383039951324463,1.1385631561279297,1.1383039951324463,1.1385631561279297,0
2025-04-30 01:10:00+00:00,1.1388224363327026,1.1388224363327026,1.1384334564208984,1.1384334564208984,0
2025-04-30 01:15:00+00:00,1.1388224363327026,1.1389521360397339,1.1388224363327026,1.1388224363327026,0
2025-04-30 01:20:00+00:00,1.1388224363327026,1.1389521360397339,1.1386927366256714,1.1389521360397339,0
2025-04-30 01:25:00+00:00,1.1385631561279297,1.1386927366256714,1.1385631561279297,1.1386927366256714,0
2025-04-30 01:30:00+00:00,1.1386927366256714,1.1386927366256714,1.1385631561279297,1.1386927366256714,0
2025-04-30 01:35:00+00:00,1.1388224363327026,1.1389521360397339,1.1385631561279297,1.1385631561279297,0
2025-04-30 01:40:00+00:00,1.1386927366256714,1.1389521360397339,1.1386927366256714,1.1389521360397339,0
2025-04-30 01:45:00+00:00,1.1377859115600586,1.1384334564208984,1.1377859115600586,1.1384334564208984,0
2025-04-30 01:50:00+00:00,1.1373976469039917,1.1377859115600586,1.1373976469039917,1.1377859115600586,0
2025-04-30 01:55:00+00:00,1.1363636255264282,1.1370097398757935,1.1363636255264282,1.1370097398757935,0
2025-04-30 02:00:00+00:00,1.1364928483963013,1.1364928483963013,1.1361054182052612,1.1361054182052612,0
2025-04-30 02:05:00+00:00,1.1368803977966309,1.1368803977966309,1.1363636255264282,1.1364928483963013,0
2025-04-30 02:10:00+00:00,1.1370097398757935,1.1370097398757935,1.1368803977966309,1.1368803977966309,0
2025-04-30 02:15:00+00:00,1.1371389627456665,1.1373976469039917,1.1371389627456665,1.1371389627456665,0
2025-04-30 02:20:00+00:00,1.1371389627456665,1.1371389627456665,1.1368803977966309,1.1371389627456665,0
2025-04-30 02:25:00+00:00,1.137268304824829,1.137268304824829,1.1370097398757935,1.1370097398757935,0
2025-04-30 02:30:00+00:00,1.137268304824829,1.1375269889831543,1.1371389627456665,1.1371389627456665,0
2025-04-30 02:35:00+00:00,1.1371389627456665,1.137268304824829,1.1371389627456665,1.137268304824829,0
2025-04-30 02:40:00+00:00,1.1370097398757935,1.1371389627456665,1.1368803977966309,1.1371389627456665,0
2025-04-30 02:45:00+00:00,1.1371389627456665,1.1371389627456665,1.1370097398757935,1.1370097398757935,0
2025-04-30 02:50:00+00:00,1.1375269889831543,1.1375269889831543,1.1370097398757935,1.1371389627456665,0
2025-04-30 02:55:00+00:00,1.1375269889831543,1.1376564502716064,1.1375269889831543,1.1375269889831543,0
2025-04-30 03:00:00+00:00,1.1377859115600586,1.1377859115600586,1.1376564502716064,1.1377859115600586,0
2025-04-30 03:05:00+00:00,1.1377859115600586,1.1377859115600586,1.1377859115600586,1.1377859115600586,0
2025-04-30 03:10:00+00:00,1.1379153728485107,1.1379153728485107,1.1377859115600586,1.1377859115600586,0
2025-04-30 03:15:00+00:00,1.1381744146347046,1.1381744146347046,1.1379153728485107,1.1379153728485107,0
2025-04-30 03:20:00+00:00,1.1377859115600586,1.138044834136963,1.1377859115600586,1.138044834136963,0
2025-04-30 03:25:00+00:00,1.1381744146347046,1.1381744146347046,1.1377859115600586,1.1377859115600586,0
2025-04-30 03:30:00+00:00,1.1379153728485107,1.1384334564208984,1.1379153728485107,1.1384334564208984,0
2025-04-30 03:35:00+00:00,1.1375269889831543,1.1377859115600586,1.1373976469039917,1.1377859115600586,0
2025-04-30 03:40:00+00:00,1.1375269889831543,1.1375269889831543,1.137268304824829,1.1375269889831543,0
2025-04-30 03:45:00+00:00,1.1376564502716064,1.1376564502716064,1.137268304824829,1.137268304824829,0
2025-04-30 03:50:00+00:00,1.1373976469039917,1.1375269889831543,1.137268304824829,1.1375269889831543,0
2025-04-30 03:55:00+00:00,1.137268304824829,1.1373976469039917,1.1371389627456665,1.137268304824829,0
2025-04-30 04:00:00+00:00,1.1375269889831543,1.1375269889831543,1.137268304824829,1.137268304824829,0
2025-04-30 04:05:00+00:00,1.1371389627456665,1.1373976469039917,1.1371389627456665,1.1373976469039917,0
2025-04-30 04:10:00+00:00,1.1376564502716064,1.1376564502716064,1.1370097398757935,1.1370097398757935,0
2025-04-30 04:15:00+00:00,1.138044834136963,1.138044834136963,1.1375269889831543,1.1375269889831543,0
2025-04-30 04:20:00+00:00,1.1377859115600586,1.138044834136963,1.1377859115600586,1.1379153728485107,0
2025-04-30 04:25:00+00:00,1.1377859115600586,1.1379153728485107,1.1377859115600586,1.1379153728485107,0
2025-04-30 04:30:00+00:00,1.138044834136963,1.138044834136963,1.1377859115600586,1.1377859115600586,0
2025-04-30 04:35:00+00:00,1.1379153728485107,1.1381744146347046,1.1379153728485107,1.138044834136963,0
2025-04-30 04:40:00+00:00,1.1375269889831543,1.138044834136963,1.1375269889831543,1.1379153728485107,0
2025-04-30 04:45:00+00:00,1.1376564502716064,1.1376564502716064,1.1376564502716064,1.1376564502716064,0
2025-04-30 04:50:00+00:00,1.1376564502716064,1.1377859115600586,1.1376564502716064,1.1376564502716064,0
2025-04-30 04:55:00+00:00,1.1377859115600586,1.1377859115600586,1.1375269889831543,1.1377859115600586,0
2025-04-30 05:00:00+00:00,1.1377859115600586,1.1377859115600586,1.1376564502716064,1.1376564502716064,0
2025-04-30 05:05:00+00:00,1.1377859115600586,1.1377859115600586,1.1376564502716064,1.1376564502716064,0
2025-04-30 05:10:00+00:00,1.1379153728485107,1.1381744146347046,1.1379153728485107,1.1379153728485107,0
2025-04-30 05:15:00+00:00,1.1381744146347046,1.1381744146347046,1.1379153728485107,1.1379153728485107,0
